class	MIXS ID	Definition	Frequency
miscellaneous natural or artificial environment	MIXS:0000111	Volume (ml) or mass (g) of total collected sample processed for DNA extraction. Note: total sample collected should be entered under the term Sample Size (MIXS:0000001).	0.9696969696969697
miuvig	MIXS:0000111	Volume (ml) or mass (g) of total collected sample processed for DNA extraction. Note: total sample collected should be entered under the term Sample Size (MIXS:0000001).	0.9696969696969697
plant-associated	MIXS:0000111	Volume (ml) or mass (g) of total collected sample processed for DNA extraction. Note: total sample collected should be entered under the term Sample Size (MIXS:0000001).	0.9696969696969697
sediment	MIXS:0000111	Volume (ml) or mass (g) of total collected sample processed for DNA extraction. Note: total sample collected should be entered under the term Sample Size (MIXS:0000001).	0.9696969696969697
soil	MIXS:0000111	Volume (ml) or mass (g) of total collected sample processed for DNA extraction. Note: total sample collected should be entered under the term Sample Size (MIXS:0000001).	0.9696969696969697
wastewater/sludge	MIXS:0000111	Volume (ml) or mass (g) of total collected sample processed for DNA extraction. Note: total sample collected should be entered under the term Sample Size (MIXS:0000001).	0.9696969696969697
water	MIXS:0000111	Volume (ml) or mass (g) of total collected sample processed for DNA extraction. Note: total sample collected should be entered under the term Sample Size (MIXS:0000001).	0.9696969696969697
symbiont-associated	MIXS:0000111	Volume (ml), weight (g) of processed sample, or surface area swabbed from sample for DNA extraction.	0.030303030303030304
air	MIXS:0000112	The amount of solar energy that arrives at a specific area of a surface during a specific time interval	0.6666666666666666
food-farm environment	MIXS:0000112	The amount of solar energy that arrives at a specific area of a surface during a specific time interval	0.6666666666666666
agriculture	MIXS:0000112	The amount of solar energy that arrives at a specific area of a surface during a specific time interval.	0.3333333333333333
air	MIXS:0000113	Temperature of the sample at the time of sampling	0.5
host-associated	MIXS:0000113	Temperature of the sample at the time of sampling	0.5
human-associated	MIXS:0000113	Temperature of the sample at the time of sampling	0.5
human-gut	MIXS:0000113	Temperature of the sample at the time of sampling	0.5
human-oral	MIXS:0000113	Temperature of the sample at the time of sampling	0.5
human-skin	MIXS:0000113	Temperature of the sample at the time of sampling	0.5
human-vaginal	MIXS:0000113	Temperature of the sample at the time of sampling	0.5
hydrocarbon resources-cores	MIXS:0000113	Temperature of the sample at the time of sampling	0.5
hydrocarbon resources-fluids/swabs	MIXS:0000113	Temperature of the sample at the time of sampling	0.5
microbial mat/biofilm	MIXS:0000113	Temperature of the sample at the time of sampling	0.5
miscellaneous natural or artificial environment	MIXS:0000113	Temperature of the sample at the time of sampling	0.5
plant-associated	MIXS:0000113	Temperature of the sample at the time of sampling	0.5
sediment	MIXS:0000113	Temperature of the sample at the time of sampling	0.5
soil	MIXS:0000113	Temperature of the sample at the time of sampling	0.5
wastewater/sludge	MIXS:0000113	Temperature of the sample at the time of sampling	0.5
water	MIXS:0000113	Temperature of the sample at the time of sampling	0.5
agriculture	MIXS:0000113	Temperature of the sample at the time of sampling.	0.5
food-animal and animal feed	MIXS:0000113	Temperature of the sample at the time of sampling.	0.5
food-farm environment	MIXS:0000113	Temperature of the sample at the time of sampling.	0.5
food-human foods	MIXS:0000113	Temperature of the sample at the time of sampling.	0.5
migs_ba	MIXS:0000113	Temperature of the sample at the time of sampling.	0.5
migs_eu	MIXS:0000113	Temperature of the sample at the time of sampling.	0.5
migs_org	MIXS:0000113	Temperature of the sample at the time of sampling.	0.5
migs_pl	MIXS:0000113	Temperature of the sample at the time of sampling.	0.5
migs_vi	MIXS:0000113	Temperature of the sample at the time of sampling.	0.5
mimag	MIXS:0000113	Temperature of the sample at the time of sampling.	0.5
mimarks_c	MIXS:0000113	Temperature of the sample at the time of sampling.	0.5
mimarks_s	MIXS:0000113	Temperature of the sample at the time of sampling.	0.5
mims	MIXS:0000113	Temperature of the sample at the time of sampling.	0.5
misag	MIXS:0000113	Temperature of the sample at the time of sampling.	0.5
miuvig	MIXS:0000113	Temperature of the sample at the time of sampling.	0.5
symbiont-associated	MIXS:0000113	Temperature of the sample at the time of sampling.	0.5
air	MIXS:0000114	Ventilation rate of the system in the sampled premises	0.5
food-farm environment	MIXS:0000114	Ventilation rate of the system in the sampled premises.	0.5
agriculture	MIXS:0000116	Duration for which the sample was stored	0.7619047619047619
air	MIXS:0000116	Duration for which the sample was stored	0.7619047619047619
host-associated	MIXS:0000116	Duration for which the sample was stored	0.7619047619047619
human-associated	MIXS:0000116	Duration for which the sample was stored	0.7619047619047619
human-gut	MIXS:0000116	Duration for which the sample was stored	0.7619047619047619
human-oral	MIXS:0000116	Duration for which the sample was stored	0.7619047619047619
human-skin	MIXS:0000116	Duration for which the sample was stored	0.7619047619047619
human-vaginal	MIXS:0000116	Duration for which the sample was stored	0.7619047619047619
hydrocarbon resources-cores	MIXS:0000116	Duration for which the sample was stored	0.7619047619047619
hydrocarbon resources-fluids/swabs	MIXS:0000116	Duration for which the sample was stored	0.7619047619047619
microbial mat/biofilm	MIXS:0000116	Duration for which the sample was stored	0.7619047619047619
miscellaneous natural or artificial environment	MIXS:0000116	Duration for which the sample was stored	0.7619047619047619
plant-associated	MIXS:0000116	Duration for which the sample was stored	0.7619047619047619
sediment	MIXS:0000116	Duration for which the sample was stored	0.7619047619047619
wastewater/sludge	MIXS:0000116	Duration for which the sample was stored	0.7619047619047619
water	MIXS:0000116	Duration for which the sample was stored	0.7619047619047619
symbiont-associated	MIXS:0000116	Duration for which the sample was stored.	0.047619047619047616
food-animal and animal feed	MIXS:0000116	Duration for which the sample was stored. Indicate the duration for which the sample was stored written in ISO 8601 format.	0.19047619047619047
food-farm environment	MIXS:0000116	Duration for which the sample was stored. Indicate the duration for which the sample was stored written in ISO 8601 format.	0.19047619047619047
food-food production facility	MIXS:0000116	Duration for which the sample was stored. Indicate the duration for which the sample was stored written in ISO 8601 format.	0.19047619047619047
food-human foods	MIXS:0000116	Duration for which the sample was stored. Indicate the duration for which the sample was stored written in ISO 8601 format.	0.19047619047619047
air	MIXS:0000118	Speed of wind measured at the time of sampling	0.5
food-farm environment	MIXS:0000118	speed of wind measured at the time of sampling.	0.5
built environment	MIXS:0000124	Temperature of the air at the time of sampling	0.5
food-food production facility	MIXS:0000124	Temperature of the air at the time of sampling.	0.5
microbial mat/biofilm	MIXS:0000191	Measure of the amount of cloudiness or haziness in water caused by individual particles	0.75
sediment	MIXS:0000191	Measure of the amount of cloudiness or haziness in water caused by individual particles	0.75
water	MIXS:0000191	Measure of the amount of cloudiness or haziness in water caused by individual particles	0.75
food-farm environment	MIXS:0000191	Measure of the amount of cloudiness or haziness in water caused by individual particles.	0.25
hydrocarbon resources-cores	MIXS:0000211	Porosity of deposited sediment is volume of voids divided by the total volume of sample	0.6666666666666666
sediment	MIXS:0000211	Porosity of deposited sediment is volume of voids divided by the total volume of sample	0.6666666666666666
agriculture	MIXS:0000211	Porosity of deposited sediment is volume of voids divided by the total volume of sample.	0.3333333333333333
built environment	MIXS:0000244	Sampling room number. This ID should be consistent with the designations on the building floor plans	0.5
food-food production facility	MIXS:0000244	Sampling room number. This ID should be consistent with the designations on the building floor plans.	0.5
agriculture	MIXS:0000247	Information about either pedigree or other ancestral information description (e.g. parental variety in case of mutant or selection), e.g. A/3*B (meaning [(A x B) x B] x B)	0.75
host-associated	MIXS:0000247	Information about either pedigree or other ancestral information description (e.g. parental variety in case of mutant or selection), e.g. A/3*B (meaning [(A x B) x B] x B)	0.75
plant-associated	MIXS:0000247	Information about either pedigree or other ancestral information description (e.g. parental variety in case of mutant or selection), e.g. A/3*B (meaning [(A x B) x B] x B)	0.75
food-farm environment	MIXS:0000247	Information about either pedigree or other ancestral information description (e.g. parental variety in case of mutant or selection), e.g. A/3*B (meaning [(A x B) x B] x B).	0.25
agriculture	MIXS:0000250	NCBI taxon id of the host, e.g. 9606	0.6
host-associated	MIXS:0000250	NCBI taxon id of the host, e.g. 9606	0.6
plant-associated	MIXS:0000250	NCBI taxon id of the host, e.g. 9606	0.6
food-farm environment	MIXS:0000250	NCBI taxon id of the host, e.g. 9606.	0.2
symbiont-associated	MIXS:0000250	NCBI taxon id of the host.	0.2
agriculture	MIXS:0000251	Description of life stage of host	0.75
host-associated	MIXS:0000251	Description of life stage of host	0.75
plant-associated	MIXS:0000251	Description of life stage of host	0.75
symbiont-associated	MIXS:0000251	Description of life stage of host.	0.25
agriculture	MIXS:0000255	Age of host at the time of sampling; relevant scale depends on species and study, e.g. Could be seconds for amoebae or centuries for trees	0.8
host-associated	MIXS:0000255	Age of host at the time of sampling; relevant scale depends on species and study, e.g. Could be seconds for amoebae or centuries for trees	0.8
human-associated	MIXS:0000255	Age of host at the time of sampling; relevant scale depends on species and study, e.g. Could be seconds for amoebae or centuries for trees	0.8
human-gut	MIXS:0000255	Age of host at the time of sampling; relevant scale depends on species and study, e.g. Could be seconds for amoebae or centuries for trees	0.8
human-oral	MIXS:0000255	Age of host at the time of sampling; relevant scale depends on species and study, e.g. Could be seconds for amoebae or centuries for trees	0.8
human-skin	MIXS:0000255	Age of host at the time of sampling; relevant scale depends on species and study, e.g. Could be seconds for amoebae or centuries for trees	0.8
human-vaginal	MIXS:0000255	Age of host at the time of sampling; relevant scale depends on species and study, e.g. Could be seconds for amoebae or centuries for trees	0.8
plant-associated	MIXS:0000255	Age of host at the time of sampling; relevant scale depends on species and study, e.g. Could be seconds for amoebae or centuries for trees	0.8
food-farm environment	MIXS:0000255	Age of host at the time of sampling; relevant scale depends on species and study, e.g. Could be seconds for amoebae or centuries for trees.	0.2
symbiont-associated	MIXS:0000255	Age of host at the time of sampling; relevant scale depends on species and study, e.g. Could be seconds for amoebae or centuries for trees.	0.2
agriculture	MIXS:0000256	The length of subject	0.4
host-associated	MIXS:0000256	The length of subject	0.4
food-farm environment	MIXS:0000256	The length of subject.	0.6
plant-associated	MIXS:0000256	The length of subject.	0.6
symbiont-associated	MIXS:0000256	The length of subject.	0.6
host-associated	MIXS:0000257	Measurement of dry mass	0.4
plant-associated	MIXS:0000257	Measurement of dry mass	0.4
agriculture	MIXS:0000257	Measurement of dry mass.	0.6
food-farm environment	MIXS:0000257	Measurement of dry mass.	0.6
symbiont-associated	MIXS:0000257	Measurement of dry mass.	0.6
host-associated	MIXS:0000260	The color of host	0.5
symbiont-associated	MIXS:0000260	The color of host.	0.5
host-associated	MIXS:0000261	Morphological shape of host	0.5
symbiont-associated	MIXS:0000261	Morphological shape of host.	0.5
agriculture	MIXS:0000263	Total mass of the host at collection, the unit depends on host	0.8
host-associated	MIXS:0000263	Total mass of the host at collection, the unit depends on host	0.8
human-associated	MIXS:0000263	Total mass of the host at collection, the unit depends on host	0.8
human-gut	MIXS:0000263	Total mass of the host at collection, the unit depends on host	0.8
human-oral	MIXS:0000263	Total mass of the host at collection, the unit depends on host	0.8
human-skin	MIXS:0000263	Total mass of the host at collection, the unit depends on host	0.8
human-vaginal	MIXS:0000263	Total mass of the host at collection, the unit depends on host	0.8
plant-associated	MIXS:0000263	Total mass of the host at collection, the unit depends on host	0.8
food-farm environment	MIXS:0000263	Total mass of the host at collection, the unit depends on host.	0.2
symbiont-associated	MIXS:0000263	Total mass of the host at collection, the unit depends on host.	0.2
agriculture	MIXS:0000264	The height of subject	0.7
host-associated	MIXS:0000264	The height of subject	0.7
human-gut	MIXS:0000264	The height of subject	0.7
human-oral	MIXS:0000264	The height of subject	0.7
human-skin	MIXS:0000264	The height of subject	0.7
human-vaginal	MIXS:0000264	The height of subject	0.7
plant-associated	MIXS:0000264	The height of subject	0.7
food-farm environment	MIXS:0000264	The height of subject.	0.3
human-associated	MIXS:0000264	The height of subject.	0.3
symbiont-associated	MIXS:0000264	The height of subject.	0.3
agriculture	MIXS:0000315	Previous land use and dates	0.6666666666666666
soil	MIXS:0000315	Previous land use and dates	0.6666666666666666
food-farm environment	MIXS:0000315	Previous land use and dates.	0.3333333333333333
agriculture	MIXS:0000318	Whether or not crop is rotated, and if yes, rotation schedule	0.6666666666666666
soil	MIXS:0000318	Whether or not crop is rotated, and if yes, rotation schedule	0.6666666666666666
food-farm environment	MIXS:0000318	Whether or not crop is rotated, and if yes, rotation schedule.	0.3333333333333333
agriculture	MIXS:0000325	Indicate whether multiple DNA extractions were mixed. If the answer yes, the number of extracts that were pooled should be given	0.4
soil	MIXS:0000325	Indicate whether multiple DNA extractions were mixed. If the answer yes, the number of extracts that were pooled should be given	0.4
food-animal and animal feed	MIXS:0000325	Indicate whether multiple DNA extractions were mixed. If the answer yes, the number of extracts that were pooled should be given.	0.6
food-food production facility	MIXS:0000325	Indicate whether multiple DNA extractions were mixed. If the answer yes, the number of extracts that were pooled should be given.	0.6
food-human foods	MIXS:0000325	Indicate whether multiple DNA extractions were mixed. If the answer yes, the number of extracts that were pooled should be given.	0.6
food-farm environment	MIXS:0000332	Description of the soil type or classification. This field accepts terms under soil (http://purl.obolibrary.org/obo/ENVO_00001998).  Multiple terms can be separated by pipes.	0.6666666666666666
soil	MIXS:0000332	Description of the soil type or classification. This field accepts terms under soil (http://purl.obolibrary.org/obo/ENVO_00001998).  Multiple terms can be separated by pipes.	0.6666666666666666
agriculture	MIXS:0000332	Soil series name or other lower-level classification	0.3333333333333333
agriculture	MIXS:0000334	Reference or method used in determining soil series name or other lower-level classification	0.6666666666666666
soil	MIXS:0000334	Reference or method used in determining soil series name or other lower-level classification	0.6666666666666666
food-farm environment	MIXS:0000334	Reference or method used in determining soil series name or other lower-level classification.	0.3333333333333333
soil	MIXS:0000336	Reference or method used in determining soil texture	0.3333333333333333
food-farm environment	MIXS:0000336	Reference or method used in determining soil texture classification.	0.3333333333333333
agriculture	MIXS:0000336	Reference or method used in determining soil texture.	0.3333333333333333
agriculture	MIXS:0000337	Reference or method used in determining total organic carbon	0.6666666666666666
soil	MIXS:0000337	Reference or method used in determining total organic carbon	0.6666666666666666
food-farm environment	MIXS:0000337	Reference or method used in determining total organic carbon.	0.3333333333333333
agriculture	MIXS:0000338	Reference or method used in determining the total nitrogen	0.6666666666666666
soil	MIXS:0000338	Reference or method used in determining the total nitrogen	0.6666666666666666
food-farm environment	MIXS:0000338	Reference or method used in determining the total nitrogen.	0.3333333333333333
agriculture	MIXS:0000365	Observed genotype	0.8
host-associated	MIXS:0000365	Observed genotype	0.8
human-associated	MIXS:0000365	Observed genotype	0.8
human-gut	MIXS:0000365	Observed genotype	0.8
human-oral	MIXS:0000365	Observed genotype	0.8
human-skin	MIXS:0000365	Observed genotype	0.8
human-vaginal	MIXS:0000365	Observed genotype	0.8
plant-associated	MIXS:0000365	Observed genotype	0.8
food-farm environment	MIXS:0000365	Observed genotype.	0.2
symbiont-associated	MIXS:0000365	Observed genotype.	0.2
hydrocarbon resources-fluids/swabs	MIXS:0000394	True vertical depth subsea (TVDSS) of the hydrocarbon resource where the original temperature was measured (e.g. 1345 m)	0.5
hydrocarbon resources-cores	MIXS:0000394	True vertical depth subsea (TVDSS) of the hydrocarbon resource where the original temperature was measured (e.g. 1345 m).	0.5
hydrocarbon resources-fluids/swabs	MIXS:0000397	True vertical depth subsea (TVDSS) of the hydrocarbon resource where the original pressure was measured (e.g. 1578 m )	0.5
hydrocarbon resources-cores	MIXS:0000397	True vertical depth subsea (TVDSS) of the hydrocarbon resource where the original pressure was measured (e.g. 1578 m).	0.5
agriculture	MIXS:0000530	Total nitrogen content of the sample	0.8
microbial mat/biofilm	MIXS:0000530	Total nitrogen content of the sample	0.8
sediment	MIXS:0000530	Total nitrogen content of the sample	0.8
soil	MIXS:0000530	Total nitrogen content of the sample	0.8
food-farm environment	MIXS:0000530	Total nitrogen content of the sample.	0.2
agriculture	MIXS:0000533	Definition for soil: total organic carbon content of the soil, definition otherwise: total organic carbon content	0.8
microbial mat/biofilm	MIXS:0000533	Definition for soil: total organic carbon content of the soil, definition otherwise: total organic carbon content	0.8
sediment	MIXS:0000533	Definition for soil: total organic carbon content of the soil, definition otherwise: total organic carbon content	0.8
soil	MIXS:0000533	Definition for soil: total organic carbon content of the soil, definition otherwise: total organic carbon content	0.8
food-farm environment	MIXS:0000533	Definition for soil: total organic carbon content of the soil, definition otherwise: total organic carbon content.	0.2
food-farm environment	MIXS:0000578	Measurement of the culture rooting medium macronutrients (N,P, K, Ca, Mg, S); e.g. KH2PO4 (170 mg/L).	0.3333333333333333
agriculture	MIXS:0000578	Measurement of the culture rooting medium macronutrients (N,P, K, Ca, Mg, S); e.g. KH2PO4 (170 mg/L).	0.6666666666666666
plant-associated	MIXS:0000578	Measurement of the culture rooting medium macronutrients (N,P, K, Ca, Mg, S); e.g. KH2PO4 (170 mg/L).	0.6666666666666666
food-farm environment	MIXS:0000579	Measurement of the culture rooting medium micronutrients (Fe, Mn, Zn, B, Cu, Mo); e.g. H3BO3 (6.2 mg/L).	0.5
plant-associated	MIXS:0000579	Measurement of the culture rooting medium micronutrients (Fe, Mn, Zn, B, Cu, Mo); e.g. H3BO3 (6.2 mg/L).	0.5
food-farm environment	MIXS:0000643	Mean seasonal air temperature.	0.3333333333333333
agriculture	MIXS:0000643	Mean seasonal temperature	0.6666666666666666
soil	MIXS:0000643	Mean seasonal temperature	0.6666666666666666
water	MIXS:0000692	Electrical conductivity of water	0.5
food-farm environment	MIXS:0000692	Electrical conductivity of water.	0.5
agriculture	MIXS:0000735	Refers to the mesh/pore size used to pre-filter/pre-sort the sample. Materials larger than the size threshold are excluded from the sample	0.6666666666666666
water	MIXS:0000735	Refers to the mesh/pore size used to pre-filter/pre-sort the sample. Materials larger than the size threshold are excluded from the sample	0.6666666666666666
food-farm environment	MIXS:0000735	Refers to the mesh/pore size used to pre-filter/pre-sort the sample. Materials larger than the size threshold are excluded from the sample.	0.3333333333333333
agriculture	MIXS:0000736	Refers to the mesh/pore size used to retain the sample. Materials smaller than the size threshold are excluded from the sample	0.6666666666666666
water	MIXS:0000736	Refers to the mesh/pore size used to retain the sample. Materials smaller than the size threshold are excluded from the sample	0.6666666666666666
food-farm environment	MIXS:0000736	Refers to the mesh/pore size used to retain the sample. Materials smaller than the size threshold are excluded from the sample.	0.3333333333333333
agriculture	MIXS:0000751	List of chemical compounds administered to the host or site where sampling occurred, and when (e.g. Antibiotics, n fertilizer, air filter); can include multiple compounds. For chemical entities of biological interest ontology (chebi) (v 163), http://purl.bioontology.org/ontology/chebi	0.875
air	MIXS:0000751	List of chemical compounds administered to the host or site where sampling occurred, and when (e.g. Antibiotics, n fertilizer, air filter); can include multiple compounds. For chemical entities of biological interest ontology (chebi) (v 163), http://purl.bioontology.org/ontology/chebi	0.875
host-associated	MIXS:0000751	List of chemical compounds administered to the host or site where sampling occurred, and when (e.g. Antibiotics, n fertilizer, air filter); can include multiple compounds. For chemical entities of biological interest ontology (chebi) (v 163), http://purl.bioontology.org/ontology/chebi	0.875
human-associated	MIXS:0000751	List of chemical compounds administered to the host or site where sampling occurred, and when (e.g. Antibiotics, n fertilizer, air filter); can include multiple compounds. For chemical entities of biological interest ontology (chebi) (v 163), http://purl.bioontology.org/ontology/chebi	0.875
human-gut	MIXS:0000751	List of chemical compounds administered to the host or site where sampling occurred, and when (e.g. Antibiotics, n fertilizer, air filter); can include multiple compounds. For chemical entities of biological interest ontology (chebi) (v 163), http://purl.bioontology.org/ontology/chebi	0.875
human-oral	MIXS:0000751	List of chemical compounds administered to the host or site where sampling occurred, and when (e.g. Antibiotics, n fertilizer, air filter); can include multiple compounds. For chemical entities of biological interest ontology (chebi) (v 163), http://purl.bioontology.org/ontology/chebi	0.875
human-skin	MIXS:0000751	List of chemical compounds administered to the host or site where sampling occurred, and when (e.g. Antibiotics, n fertilizer, air filter); can include multiple compounds. For chemical entities of biological interest ontology (chebi) (v 163), http://purl.bioontology.org/ontology/chebi	0.875
human-vaginal	MIXS:0000751	List of chemical compounds administered to the host or site where sampling occurred, and when (e.g. Antibiotics, n fertilizer, air filter); can include multiple compounds. For chemical entities of biological interest ontology (chebi) (v 163), http://purl.bioontology.org/ontology/chebi	0.875
microbial mat/biofilm	MIXS:0000751	List of chemical compounds administered to the host or site where sampling occurred, and when (e.g. Antibiotics, n fertilizer, air filter); can include multiple compounds. For chemical entities of biological interest ontology (chebi) (v 163), http://purl.bioontology.org/ontology/chebi	0.875
miscellaneous natural or artificial environment	MIXS:0000751	List of chemical compounds administered to the host or site where sampling occurred, and when (e.g. Antibiotics, n fertilizer, air filter); can include multiple compounds. For chemical entities of biological interest ontology (chebi) (v 163), http://purl.bioontology.org/ontology/chebi	0.875
plant-associated	MIXS:0000751	List of chemical compounds administered to the host or site where sampling occurred, and when (e.g. Antibiotics, n fertilizer, air filter); can include multiple compounds. For chemical entities of biological interest ontology (chebi) (v 163), http://purl.bioontology.org/ontology/chebi	0.875
sediment	MIXS:0000751	List of chemical compounds administered to the host or site where sampling occurred, and when (e.g. Antibiotics, n fertilizer, air filter); can include multiple compounds. For chemical entities of biological interest ontology (chebi) (v 163), http://purl.bioontology.org/ontology/chebi	0.875
wastewater/sludge	MIXS:0000751	List of chemical compounds administered to the host or site where sampling occurred, and when (e.g. Antibiotics, n fertilizer, air filter); can include multiple compounds. For chemical entities of biological interest ontology (chebi) (v 163), http://purl.bioontology.org/ontology/chebi	0.875
water	MIXS:0000751	List of chemical compounds administered to the host or site where sampling occurred, and when (e.g. Antibiotics, n fertilizer, air filter); can include multiple compounds. For chemical entities of biological interest ontology (chebi) (v 163), http://purl.bioontology.org/ontology/chebi	0.875
food-farm environment	MIXS:0000751	List of chemical compounds administered to the host or site where sampling occurred, and when (e.g. Antibiotics, n fertilizer, air filter); can include multiple compounds. For chemical entities of biological interest ontology (chebi) (v 163), http://purl.bioontology.org/ontology/chebi.	0.0625
symbiont-associated	MIXS:0000751	List of chemical compounds administered to the symbiont, its host, or environment where sampling occurred, and when (e.g. antibiotics, N fertilizer, air filter); can include multiple compounds. For Chemical Entities of Biological Interest ontology (CHEBI) (v 111), http://purl.bioontology.org/ontology/CHEBI.	0.0625
agriculture	MIXS:0000752	Any other measurement performed or parameter collected, that is not listed here	0.7727272727272727
air	MIXS:0000752	Any other measurement performed or parameter collected, that is not listed here	0.7727272727272727
host-associated	MIXS:0000752	Any other measurement performed or parameter collected, that is not listed here	0.7727272727272727
human-associated	MIXS:0000752	Any other measurement performed or parameter collected, that is not listed here	0.7727272727272727
human-gut	MIXS:0000752	Any other measurement performed or parameter collected, that is not listed here	0.7727272727272727
human-oral	MIXS:0000752	Any other measurement performed or parameter collected, that is not listed here	0.7727272727272727
human-skin	MIXS:0000752	Any other measurement performed or parameter collected, that is not listed here	0.7727272727272727
human-vaginal	MIXS:0000752	Any other measurement performed or parameter collected, that is not listed here	0.7727272727272727
hydrocarbon resources-cores	MIXS:0000752	Any other measurement performed or parameter collected, that is not listed here	0.7727272727272727
hydrocarbon resources-fluids/swabs	MIXS:0000752	Any other measurement performed or parameter collected, that is not listed here	0.7727272727272727
microbial mat/biofilm	MIXS:0000752	Any other measurement performed or parameter collected, that is not listed here	0.7727272727272727
miscellaneous natural or artificial environment	MIXS:0000752	Any other measurement performed or parameter collected, that is not listed here	0.7727272727272727
plant-associated	MIXS:0000752	Any other measurement performed or parameter collected, that is not listed here	0.7727272727272727
sediment	MIXS:0000752	Any other measurement performed or parameter collected, that is not listed here	0.7727272727272727
soil	MIXS:0000752	Any other measurement performed or parameter collected, that is not listed here	0.7727272727272727
wastewater/sludge	MIXS:0000752	Any other measurement performed or parameter collected, that is not listed here	0.7727272727272727
water	MIXS:0000752	Any other measurement performed or parameter collected, that is not listed here	0.7727272727272727
food-animal and animal feed	MIXS:0000752	Any other measurement performed or parameter collected, that is not listed here.	0.22727272727272727
food-farm environment	MIXS:0000752	Any other measurement performed or parameter collected, that is not listed here.	0.22727272727272727
food-food production facility	MIXS:0000752	Any other measurement performed or parameter collected, that is not listed here.	0.22727272727272727
food-human foods	MIXS:0000752	Any other measurement performed or parameter collected, that is not listed here.	0.22727272727272727
symbiont-associated	MIXS:0000752	Any other measurement performed or parameter collected, that is not listed here.	0.22727272727272727
agriculture	MIXS:0000753	Oxygenation status of sample	0.9411764705882353
air	MIXS:0000753	Oxygenation status of sample	0.9411764705882353
host-associated	MIXS:0000753	Oxygenation status of sample	0.9411764705882353
human-associated	MIXS:0000753	Oxygenation status of sample	0.9411764705882353
human-gut	MIXS:0000753	Oxygenation status of sample	0.9411764705882353
human-oral	MIXS:0000753	Oxygenation status of sample	0.9411764705882353
human-skin	MIXS:0000753	Oxygenation status of sample	0.9411764705882353
human-vaginal	MIXS:0000753	Oxygenation status of sample	0.9411764705882353
hydrocarbon resources-cores	MIXS:0000753	Oxygenation status of sample	0.9411764705882353
hydrocarbon resources-fluids/swabs	MIXS:0000753	Oxygenation status of sample	0.9411764705882353
microbial mat/biofilm	MIXS:0000753	Oxygenation status of sample	0.9411764705882353
miscellaneous natural or artificial environment	MIXS:0000753	Oxygenation status of sample	0.9411764705882353
plant-associated	MIXS:0000753	Oxygenation status of sample	0.9411764705882353
sediment	MIXS:0000753	Oxygenation status of sample	0.9411764705882353
wastewater/sludge	MIXS:0000753	Oxygenation status of sample	0.9411764705882353
water	MIXS:0000753	Oxygenation status of sample	0.9411764705882353
symbiont-associated	MIXS:0000753	Oxygenation status of sample.	0.058823529411764705
agriculture	MIXS:0000754	Type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with perturbation regimen including how many times the perturbation was repeated, how long each perturbation lasted, and the start and end time of the entire perturbation period; can include multiple perturbation types	0.7777777777777778
air	MIXS:0000754	Type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with perturbation regimen including how many times the perturbation was repeated, how long each perturbation lasted, and the start and end time of the entire perturbation period; can include multiple perturbation types	0.7777777777777778
host-associated	MIXS:0000754	Type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with perturbation regimen including how many times the perturbation was repeated, how long each perturbation lasted, and the start and end time of the entire perturbation period; can include multiple perturbation types	0.7777777777777778
human-associated	MIXS:0000754	Type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with perturbation regimen including how many times the perturbation was repeated, how long each perturbation lasted, and the start and end time of the entire perturbation period; can include multiple perturbation types	0.7777777777777778
human-gut	MIXS:0000754	Type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with perturbation regimen including how many times the perturbation was repeated, how long each perturbation lasted, and the start and end time of the entire perturbation period; can include multiple perturbation types	0.7777777777777778
human-oral	MIXS:0000754	Type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with perturbation regimen including how many times the perturbation was repeated, how long each perturbation lasted, and the start and end time of the entire perturbation period; can include multiple perturbation types	0.7777777777777778
human-skin	MIXS:0000754	Type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with perturbation regimen including how many times the perturbation was repeated, how long each perturbation lasted, and the start and end time of the entire perturbation period; can include multiple perturbation types	0.7777777777777778
human-vaginal	MIXS:0000754	Type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with perturbation regimen including how many times the perturbation was repeated, how long each perturbation lasted, and the start and end time of the entire perturbation period; can include multiple perturbation types	0.7777777777777778
microbial mat/biofilm	MIXS:0000754	Type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with perturbation regimen including how many times the perturbation was repeated, how long each perturbation lasted, and the start and end time of the entire perturbation period; can include multiple perturbation types	0.7777777777777778
miscellaneous natural or artificial environment	MIXS:0000754	Type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with perturbation regimen including how many times the perturbation was repeated, how long each perturbation lasted, and the start and end time of the entire perturbation period; can include multiple perturbation types	0.7777777777777778
plant-associated	MIXS:0000754	Type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with perturbation regimen including how many times the perturbation was repeated, how long each perturbation lasted, and the start and end time of the entire perturbation period; can include multiple perturbation types	0.7777777777777778
