class	key	key_value	target	original_target_value	replacement_target_value
miuvig	Structured comment name	env_medium	Occurrence	1	may be controversial. Check for appearances of multi-valued entries in bio-sample SQL database or other community suggestions
food-human foods	Structured comment name	ferm_rel_humidity	Example	95% RH	95%
agriculture	Structured comment name	food_product_type	Definition	new food product categories and food products themselves	A food product type is a class of food products that is differentiated by its food composition (e.g., single- or multi-ingredient), processing and/or consumption characteristics. This does not include brand name products but it may include generic food dish categories. This field accepts terms under food product type (http://purl.obolibrary.org/obo/FOODON:03400361). For terms related to food product for an animal, consult food product for animal (http://purl.obolibrary.org/obo/FOODON_03309997). If the proper descriptor is not listed please use text to describe the food type. Multiple terms can be separated by one or more pipes.
agriculture	Structured comment name	food_product_type	Expected value		FOODON:00001002 or FOODON:03309997
agriculture	Structured comment name	food_product_type	Item	Foodon product type	food product type
food-human foods	Structured comment name	food_product_type	Occurrence	m	mIXS:000
food-animal and animal feed	Structured comment name	food_product_type	Occurrence	m	mIXS:000
food-food production facility	Structured comment name	food_product_type	Occurrence	m	mIXS:000
food-farm environment	Structured comment name	food_product_type	Occurrence	m	mIXS:000
agriculture	Structured comment name	food_product_type	Occurrence		mIXS:000
agriculture	Structured comment name	food_product_type	Value syntax	{text}	{text}|{termLabel} [{termID}]
food-animal and animal feed	Structured comment name	food_source_age	Example	P6M	6 months
agriculture	Structured comment name	heavy_metals_meth	Item	extreme_unusual_conditions	extreme_unusual_properties/heavy metals method
agriculture	Structured comment name	horizon_meth	Item	horizon method	soil horizon method
host-associated	Structured comment name	host_body_product	Example	Portion of mucus [fma66938]	mucus [FMA:66938]
human-associated	Structured comment name	host_body_product	Example	Portion of mucus [fma66938]	mucus [FMA:66938]
human-gut	Structured comment name	host_body_product	Example	Portion of mucus [fma66938]	mucus [FMA:66938]
human-oral	Structured comment name	host_body_product	Example	Portion of mucus [fma66938]	mucus [FMA:66938]
human-skin	Structured comment name	host_body_product	Example	Portion of mucus [fma66938]	mucus [FMA:66938]
human-vaginal	Structured comment name	host_body_product	Example	Portion of mucus [fma66938]	mucus [FMA:66938]
symbiont-associated	Structured comment name	host_body_product	Example	Portion of mucus [fma66938]	mucus [FMA:66938]
human-vaginal	Structured comment name	hrt	Example	2018-05-11 00:00:00	2013-03-25T12:42:31+00:32
hydrocarbon resources-fluids/swabs	Structured comment name	iw_bt_date_well	Example	2018-05-11 00:00:00	2013-03-25T12:42:31+00:32
hydrocarbon resources-fluids/swabs	Structured comment name	iwf	Example		0.79
built environment	Structured comment name	last_clean	Example	2018-05-11:T14:30Z	2013-03-25T12:42:31+00:32
agriculture	Structured comment name	lot_number	Item	lot_number	lot number
agriculture	Structured comment name	lot_number	Occurrence		m
human-vaginal	Structured comment name	menarche	Example	2018-05-11 00:00:00	2013-03-25T12:42:31+00:32
human-vaginal	Structured comment name	menopause	Example	2018-05-11 00:00:00	2013-03-25T12:42:31+00:32
soil	Structured comment name	micro_biomass_meth	Example		http://dx.doi.org/10.1016/j.soilbio.2005.01.021
agriculture	Structured comment name	micro_biomass_meth	Example		http://dx.doi.org/10.1016/j.soilbio.2005.01.021
built environment	Structured comment name	occup_density_samp	Example		0.1
symbiont-associated	Structured comment name	oxy_stat_samp	Value syntax	[aerobic|anaerobic]	[aerobic|anaerobic|other]
agriculture	Structured comment name	oxy_stat_samp	Value syntax	[aerobic|anaerobic]	[aerobic|anaerobic|other]
human-vaginal	Structured comment name	pregnancy	Example	2018-05-11 00:00:00	2013-03-25T12:42:31+00:32
hydrocarbon resources-fluids/swabs	Structured comment name	prod_start_date	Example	2018-05-11 00:00:00	2013-03-25T12:42:31+00:32
migs_eu	Structured comment name	samp_name	Item	sample name 	sample name
migs_ba	Structured comment name	samp_name	Item	sample name 	sample name
migs_pl	Structured comment name	samp_name	Item	sample name 	sample name
migs_vi	Structured comment name	samp_name	Item	sample name 	sample name
migs_org	Structured comment name	samp_name	Item	sample name 	sample name
mims	Structured comment name	samp_name	Item	sample name 	sample name
mimarks_s	Structured comment name	samp_name	Item	sample name 	sample name
mimarks_c	Structured comment name	samp_name	Item	sample name 	sample name
misag	Structured comment name	samp_name	Item	sample name 	sample name
mimag	Structured comment name	samp_name	Item	sample name 	sample name
miuvig	Structured comment name	samp_name	Item	sample name 	sample name
air	Structured comment name	samp_name	Item	sample name 	sample name
built environment	Structured comment name	samp_name	Item	sample name 	sample name
host-associated	Structured comment name	samp_name	Item	sample name 	sample name
human-associated	Structured comment name	samp_name	Item	sample name 	sample name
human-gut	Structured comment name	samp_name	Item	sample name 	sample name
human-oral	Structured comment name	samp_name	Item	sample name 	sample name
human-skin	Structured comment name	samp_name	Item	sample name 	sample name
human-vaginal	Structured comment name	samp_name	Item	sample name 	sample name
hydrocarbon resources-cores	Structured comment name	samp_name	Item	sample name 	sample name
hydrocarbon resources-fluids/swabs	Structured comment name	samp_name	Item	sample name 	sample name
microbial mat/biofilm	Structured comment name	samp_name	Item	sample name 	sample name
miscellaneous natural or artificial environment	Structured comment name	samp_name	Item	sample name 	sample name
plant-associated	Structured comment name	samp_name	Item	sample name 	sample name
sediment	Structured comment name	samp_name	Item	sample name 	sample name
soil	Structured comment name	samp_name	Item	sample name 	sample name
wastewater/sludge	Structured comment name	samp_name	Item	sample name 	sample name
water	Structured comment name	samp_name	Item	sample name 	sample name
food-human foods	Structured comment name	samp_name	Item	sample name 	sample name
food-animal and animal feed	Structured comment name	samp_name	Item	sample name 	sample name
food-food production facility	Structured comment name	samp_name	Item	sample name 	sample name
food-farm environment	Structured comment name	samp_name	Item	sample name 	sample name
food-farm environment	Structured comment name	samp_type	Item	sample type (host or environmental context)	sample type
food-farm environment	Structured comment name	season_temp	Definition	Mean seasonal air temperature.	Mean seasonal temperature
food-farm environment	Structured comment name	season_temp	Item	mean seasonal air temperature	mean seasonal temperature
agriculture	Structured comment name	sieving	Item	composite design/sieving (if any)	composite design/sieving
agriculture	Structured comment name	solar_irradiance	Definition	The amount of solar energy that arrives at a specific area of a surface during a specific time interval.	The amount of solar energy that arrives at a specific area of a surface during a specific time interval
air	Structured comment name	solar_irradiance	Item	solar irradiance	mean seasonal solar irradiance
air	Structured comment name	solar_irradiance	Occurrence	1	m
agriculture	Structured comment name	store_cond	Item	storage conditions (fresh/frozen/other)	storage conditions
soil	Structured comment name	store_cond	Value syntax	{text};{duration}	{text};{period}
food-human foods	Structured comment name	study_inc_dur	Example	P24H	PT24H
food-animal and animal feed	Structured comment name	study_inc_dur	Example	P24H	PT24H
food-food production facility	Structured comment name	study_inc_dur	Example	P24H	PT24H
human-oral	Structured comment name	time_last_toothbrush	Example	P2H45M	PT2H45M
food-human foods	Structured comment name	timepoint	Example	P24H	PT24H
food-animal and animal feed	Structured comment name	timepoint	Example	P24H	PT24H
food-food production facility	Structured comment name	timepoint	Example	P24H	PT24H
food-farm environment	Structured comment name	timepoint	Example	P24H	PT24H
food-farm environment	Structured comment name	tot_nitro_cont_meth	Definition	Reference or method used in determining the total nitrogen.	Reference or method used in determining the total nitrogen
agriculture	Structured comment name	tot_nitro_cont_meth	Item	total nitrogen method	total nitrogen content method
food-farm environment	Structured comment name	tot_nitro_cont_meth	Occurrence	m	1
agriculture	Structured comment name	trophic_level	Value syntax	[autotroph| carboxydotroph| chemoautotroph| chemoheterotroph| chemolithoautotroph| chemolithotroph| chemoorganoheterotroph| chemoorganotroph| chemosynthetic| chemotroph| copiotroph| diazotroph| facultative| autotroph| heterotroph| lithoautotroph| lithoheterotroph| lithotroph| methanotroph| methylotroph| mixotroph| obligate| chemoautolithotroph| oligotroph| organoheterotroph| organotroph| photoautotroph| photoheterotroph| photolithoautotroph| photolithotroph| photosynthetic| phototroph]	[autotroph|carboxydotroph|chemoautotroph|chemoheterotroph|chemolithoautotroph|chemolithotroph|chemoorganoheterotroph|chemoorganotroph|chemosynthetic|chemotroph|copiotroph|diazotroph|facultative|autotroph|heterotroph|lithoautotroph|lithoheterotroph|lithotroph|methanotroph|methylotroph|mixotroph|obligate|chemoautolithotroph|oligotroph|organoheterotroph|organotroph|photoautotroph|photoheterotroph|photolithoautotroph|photolithotroph|photosynthetic|phototroph]
hydrocarbon resources-fluids/swabs	Structured comment name	water_cut	Example		45%
symbiont-associated	MIXS ID	MIXS:0001325	Value syntax	{termLabel} [{termID}]	small intestine [UBERON:0002108]
food-farm environment	MIXS ID	MIXS:0001159	Value syntax	{termLabel} [{termID}]	bare soil [ENVO:01001616]
agriculture	MIXS ID	MIXS:0001159	Value syntax	{termLabel} [{termID}]	bare soil [ENVO:01001616]
food-food production facility	MIXS ID	MIXS:0001253	Value syntax	{termLabel} [{termID}]	{text}
food-food production facility	MIXS ID	MIXS:0001254	Value syntax	{termLabel} [{termID}]	{text}
food-food production facility	MIXS ID	MIXS:0001253	Expected value	ENVO	
food-food production facility	MIXS ID	MIXS:0001254	Expected value	ENVO	
migs_eu	Structured comment name	bin_param	Example	coverage and kmer	
migs_ba	Structured comment name	bin_param	Example	coverage and kmer	
migs_pl	Structured comment name	bin_param	Example	coverage and kmer	
migs_vi	Structured comment name	bin_param	Example	coverage and kmer	
migs_org	Structured comment name	bin_param	Example	coverage and kmer	
mims	Structured comment name	bin_param	Example	coverage and kmer	
mimarks_s	Structured comment name	bin_param	Example	coverage and kmer	
mimarks_c	Structured comment name	bin_param	Example	coverage and kmer	
misag	Structured comment name	bin_param	Example	coverage and kmer	
mimag	Structured comment name	bin_param	Example	coverage and kmer	
miuvig	Structured comment name	bin_param	Example	coverage and kmer	
migs_eu	Structured comment name	compl_appr	Example	other: UViG length compared to the average length of reference genomes from the P22virus genus (NCBI RefSeq v83)	
migs_ba	Structured comment name	compl_appr	Example	other: UViG length compared to the average length of reference genomes from the P22virus genus (NCBI RefSeq v83)	
migs_pl	Structured comment name	compl_appr	Example	other: UViG length compared to the average length of reference genomes from the P22virus genus (NCBI RefSeq v83)	
migs_vi	Structured comment name	compl_appr	Example	other: UViG length compared to the average length of reference genomes from the P22virus genus (NCBI RefSeq v83)	
migs_org	Structured comment name	compl_appr	Example	other: UViG length compared to the average length of reference genomes from the P22virus genus (NCBI RefSeq v83)	
mims	Structured comment name	compl_appr	Example	other: UViG length compared to the average length of reference genomes from the P22virus genus (NCBI RefSeq v83)	
mimarks_s	Structured comment name	compl_appr	Example	other: UViG length compared to the average length of reference genomes from the P22virus genus (NCBI RefSeq v83)	
mimarks_c	Structured comment name	compl_appr	Example	other: UViG length compared to the average length of reference genomes from the P22virus genus (NCBI RefSeq v83)	
misag	Structured comment name	compl_appr	Example	other: UViG length compared to the average length of reference genomes from the P22virus genus (NCBI RefSeq v83)	
mimag	Structured comment name	compl_appr	Example	other: UViG length compared to the average length of reference genomes from the P22virus genus (NCBI RefSeq v83)	
miuvig	Structured comment name	compl_appr	Example	other: UViG length compared to the average length of reference genomes from the P22virus genus (NCBI RefSeq v83)	
food-farm environment	Structured comment name	farm_water_source	Example	water well (ENVO:01000002)	
agriculture	Structured comment name	farm_water_source	Example	water well (ENVO:01000002)	
food-farm environment	Structured comment name	food_clean_proc	Example	rinsed with water|scrubbed with brush	
host-associated	Structured comment name	host_sex	Example	non-binary	
human-associated	Structured comment name	host_sex	Example	non-binary	
human-gut	Structured comment name	host_sex	Example	non-binary	
human-oral	Structured comment name	host_sex	Example	non-binary	
human-skin	Structured comment name	host_sex	Example	non-binary	
human-vaginal	Structured comment name	host_sex	Example	non-binary	
built environment	Structured comment name	shading_device_type	Example	slatted aluminum awning	
migs_eu	Structured comment name	tax_ident	Example	other: rpoB gene	
migs_ba	Structured comment name	tax_ident	Example	other: rpoB gene	
migs_pl	Structured comment name	tax_ident	Example	other: rpoB gene	
migs_vi	Structured comment name	tax_ident	Example	other: rpoB gene	
migs_org	Structured comment name	tax_ident	Example	other: rpoB gene	
mims	Structured comment name	tax_ident	Example	other: rpoB gene	
mimarks_s	Structured comment name	tax_ident	Example	other: rpoB gene	
mimarks_c	Structured comment name	tax_ident	Example	other: rpoB gene	
misag	Structured comment name	tax_ident	Example	other: rpoB gene	
mimag	Structured comment name	tax_ident	Example	other: rpoB gene	
miuvig	Structured comment name	tax_ident	Example	other: rpoB gene	
migs_eu	Structured comment name	virus_enrich_appr	Example	filtration + FeCl Precipitation + ultracentrifugation + DNAse	
migs_ba	Structured comment name	virus_enrich_appr	Example	filtration + FeCl Precipitation + ultracentrifugation + DNAse	
migs_pl	Structured comment name	virus_enrich_appr	Example	filtration + FeCl Precipitation + ultracentrifugation + DNAse	
migs_vi	Structured comment name	virus_enrich_appr	Example	filtration + FeCl Precipitation + ultracentrifugation + DNAse	
migs_org	Structured comment name	virus_enrich_appr	Example	filtration + FeCl Precipitation + ultracentrifugation + DNAse	
mims	Structured comment name	virus_enrich_appr	Example	filtration + FeCl Precipitation + ultracentrifugation + DNAse	
mimarks_s	Structured comment name	virus_enrich_appr	Example	filtration + FeCl Precipitation + ultracentrifugation + DNAse	
mimarks_c	Structured comment name	virus_enrich_appr	Example	filtration + FeCl Precipitation + ultracentrifugation + DNAse	
misag	Structured comment name	virus_enrich_appr	Example	filtration + FeCl Precipitation + ultracentrifugation + DNAse	
mimag	Structured comment name	virus_enrich_appr	Example	filtration + FeCl Precipitation + ultracentrifugation + DNAse	
miuvig	Structured comment name	virus_enrich_appr	Example	filtration + FeCl Precipitation + ultracentrifugation + DNAse	
